Domain Name,IP
esya.iiitd.edu.in,192.168.1.104
esya.iiitd.edu.in,192.168.1.104
events.iiitd.edu.in,192.168.3.70
events.iiitd.edu.in,192.168.3.70
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
byld.iiitd.edu.in,192.168.3.70
byld.iiitd.edu.in,192.168.3.70
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
webs.iiitd.edu.in,192.168.22.132
webs.iiitd.edu.in,192.168.22.132
blr.opendata.iiitd.edu.in,192.168.1.234
blr.opendata.iiitd.edu.in,192.168.1.234
odyssey.iiitd.edu.in,192.168.1.104
odyssey.iiitd.edu.in,192.168.1.104
cosylab.iiitd.edu.in,192.168.1.92
cosylab.iiitd.edu.in,192.168.1.92
esya.iiitd.edu.in,192.168.1.104
esya.iiitd.edu.in,192.168.1.104
events.iiitd.edu.in,192.168.3.70
events.iiitd.edu.in,192.168.3.70
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
byld.iiitd.edu.in,192.168.3.70
byld.iiitd.edu.in,192.168.3.70
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
webs.iiitd.edu.in,192.168.22.132
webs.iiitd.edu.in,192.168.22.132
blr.opendata.iiitd.edu.in,192.168.1.234
blr.opendata.iiitd.edu.in,192.168.1.234
odyssey.iiitd.edu.in,192.168.1.104
odyssey.iiitd.edu.in,192.168.1.104
cosylab.iiitd.edu.in,192.168.1.92
cosylab.iiitd.edu.in,192.168.1.92
esya.iiitd.edu.in,192.168.1.104
esya.iiitd.edu.in,192.168.1.104
events.iiitd.edu.in,192.168.3.70
events.iiitd.edu.in,192.168.3.70
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
byld.iiitd.edu.in,192.168.3.70
byld.iiitd.edu.in,192.168.3.70
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
webs.iiitd.edu.in,192.168.22.132
webs.iiitd.edu.in,192.168.22.132
blr.opendata.iiitd.edu.in,192.168.1.234
blr.opendata.iiitd.edu.in,192.168.1.234
cosylab.iiitd.edu.in,192.168.1.92
cosylab.iiitd.edu.in,192.168.1.92
esya.iiitd.edu.in,192.168.1.104
esya.iiitd.edu.in,192.168.1.104
events.iiitd.edu.in,192.168.3.70
events.iiitd.edu.in,192.168.3.70
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
byld.iiitd.edu.in,192.168.3.70
byld.iiitd.edu.in,192.168.3.70
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
webs.iiitd.edu.in,192.168.22.132
webs.iiitd.edu.in,192.168.22.132
blr.opendata.iiitd.edu.in,192.168.1.234
blr.opendata.iiitd.edu.in,192.168.1.234
cosylab.iiitd.edu.in,192.168.1.92
cosylab.iiitd.edu.in,192.168.1.92
esya.iiitd.edu.in,192.168.1.104
esya.iiitd.edu.in,192.168.1.104
events.iiitd.edu.in,192.168.3.70
events.iiitd.edu.in,192.168.3.70
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
byld.iiitd.edu.in,192.168.3.70
byld.iiitd.edu.in,192.168.3.70
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
webs.iiitd.edu.in,192.168.22.132
webs.iiitd.edu.in,192.168.22.132
blr.opendata.iiitd.edu.in,192.168.1.234
blr.opendata.iiitd.edu.in,192.168.1.234
tedx.iiitd.edu.in,192.168.1.104
tedx.iiitd.edu.in,192.168.1.104
wiser.tavlab.iiitd.edu.in,192.168.1.211
wiser.tavlab.iiitd.edu.in,192.168.1.211
esya.iiitd.edu.in,192.168.1.104
esya.iiitd.edu.in,192.168.1.104
cosylab.iiitd.edu.in,192.168.1.92
cosylab.iiitd.edu.in,192.168.1.92
events.iiitd.edu.in,192.168.3.70
events.iiitd.edu.in,192.168.3.70
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
byld.iiitd.edu.in,192.168.3.70
byld.iiitd.edu.in,192.168.3.70
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
webs.iiitd.edu.in,192.168.22.132
webs.iiitd.edu.in,192.168.22.132
blr.opendata.iiitd.edu.in,192.168.1.234
blr.opendata.iiitd.edu.in,192.168.1.234
tedx.iiitd.edu.in,192.168.1.104
tedx.iiitd.edu.in,192.168.1.104
cosylab.iiitd.edu.in,192.168.1.92
cosylab.iiitd.edu.in,192.168.1.92
events.iiitd.edu.in,192.168.3.70
events.iiitd.edu.in,192.168.3.70
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
byld.iiitd.edu.in,192.168.3.70
byld.iiitd.edu.in,192.168.3.70
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
webs.iiitd.edu.in,192.168.22.132
webs.iiitd.edu.in,192.168.22.132
blr.opendata.iiitd.edu.in,192.168.1.234
blr.opendata.iiitd.edu.in,192.168.1.234
tedx.iiitd.edu.in,192.168.1.104
tedx.iiitd.edu.in,192.168.1.104
cosylab.iiitd.edu.in,192.168.1.92
cosylab.iiitd.edu.in,192.168.1.92
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
webs.iiitd.edu.in,192.168.22.132
webs.iiitd.edu.in,192.168.22.132
byld5.iiitd.edu.in,192.168.1.121
byld5.iiitd.edu.in,192.168.1.121
cosylab.iiitd.edu.in,192.168.1.92
cosylab.iiitd.edu.in,192.168.1.92
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
opendata.iiitd.edu.in,192.168.1.234
foobar.iiitd.edu.in,192.168.1.116
foobar.iiitd.edu.in,192.168.1.116
esya.iiitd.edu.in,192.168.1.104
esya.iiitd.edu.in,192.168.1.104
